,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER
25704,6,674.96,112.49,23.96,3.99,01-Mar-20,24-Oct-21,100.33,1
25844,7,672.65,96.09,25.95,3.71,30-Dec-19,24-Oct-21,94.86,1
25896,5,671.72,134.34,17.97,3.59,20-Sep-18,24-Oct-21,226,1
26123,6,667.45,111.24,29.95,4.99,25-Jan-21,24-Oct-21,45.33,1
26183,12,666.34,55.53,29.94,2.5,13-May-20,24-Oct-21,44.08,1
26240,7,665.62,95.09,14.97,2.14,21-Nov-20,24-Oct-21,48.14,1
26357,11,663.92,60.36,42.92,3.9,13-Jun-20,24-Oct-21,45.27,1
26363,2,663.75,331.88,0,0,07-May-20,24-Oct-21,267.5,1
26439,6,662.32,110.39,15.97,2.66,13-Oct-19,24-Oct-21,123.67,1
26513,3,660.99,220.33,5.99,2,21-Aug-21,24-Oct-21,21.33,1
26588,3,659.97,219.99,17.97,5.99,07-Apr-19,24-Oct-21,310.33,1
26704,8,658.13,82.27,9.98,1.25,31-Aug-20,24-Oct-21,52.38,1
26815,10,656.74,65.67,31.94,3.19,21-Nov-20,24-Oct-21,33.7,1
26853,13,656.01,50.46,49.91,3.84,21-May-20,24-Oct-21,40.08,1
26932,5,655,131,0,0,03-Feb-21,24-Oct-21,52.6,1
27119,12,652.38,54.37,9.98,0.83,27-Dec-20,24-Oct-21,25.08,1
27387,6,648.94,108.16,30.94,5.16,12-May-18,24-Oct-21,210.17,1
27388,8,648.93,81.12,34.93,4.37,31-Oct-20,24-Oct-21,44.75,1
27744,8,643.94,80.49,29.44,3.68,12-Sep-20,24-Oct-21,50.88,1
27802,4,642.97,160.74,13.97,3.49,25-Dec-17,24-Oct-21,349.75,1
27830,2,642.21,321.11,9.21,4.61,01-Aug-21,24-Oct-21,42,1
27961,7,640.04,91.43,30.94,4.42,17-Nov-18,24-Oct-21,153.14,1
28026,5,639.3,127.86,28.95,5.79,21-Nov-19,24-Oct-21,140.6,1
28041,5,639.03,127.81,17.03,3.41,10-Oct-21,24-Oct-21,2.8,1
28051,4,638.98,159.75,14.98,3.75,06-Sep-21,24-Oct-21,12,1
28208,6,636.65,106.11,0,0,24-Oct-21,24-Oct-21,0,1
28299,10,635.4,63.54,56.9,5.69,02-Apr-21,24-Oct-21,20.5,1
28362,9,634.93,70.55,34.93,3.88,22-Jan-21,24-Oct-21,30.56,1
28567,3,631.97,210.66,14.97,4.99,11-Oct-17,24-Oct-21,491.33,1
28588,4,631.76,157.94,20.96,5.24,19-Dec-17,24-Oct-21,351.25,1
28674,6,630.46,105.08,21.96,3.66,25-Nov-19,24-Oct-21,116.5,1
29142,5,623.99,124.8,8.99,1.8,17-Apr-19,24-Oct-21,184.2,1
29212,4,622.97,155.74,18.97,4.74,27-Mar-21,24-Oct-21,52.75,1
29571,4,617.96,154.49,19.96,4.99,23-Feb-18,24-Oct-21,334.75,1
29619,4,617.13,154.28,9.98,2.5,25-Oct-20,24-Oct-21,91,1
29624,2,616.99,308.5,6.99,3.5,09-Dec-20,24-Oct-21,159.5,1
29851,2,613.74,306.87,5.99,3,08-Oct-21,24-Oct-21,8,1
29968,2,612,306,0,0,24-Oct-21,24-Oct-21,0,1
30115,5,609.97,121.99,14.97,2.99,13-May-20,24-Oct-21,105.8,1
30390,10,606.91,60.69,50.91,5.09,05-Aug-20,24-Oct-21,44.5,1
30397,4,606.65,151.66,0,0,11-Oct-16,24-Oct-21,459.75,1
30563,5,604.55,120.91,27.95,5.59,03-Feb-21,24-Oct-21,52.6,1
30577,5,604.24,120.85,6.99,1.4,19-Nov-18,24-Oct-21,214,1
30855,6,600.51,100.09,21.96,3.66,13-Mar-20,24-Oct-21,98.33,1
31001,8,598.95,74.87,26.95,3.37,13-Apr-20,24-Oct-21,69.88,1
31102,6,597.46,99.58,22.96,3.83,21-Oct-19,24-Oct-21,122.33,1
31256,7,595.4,85.06,27.95,3.99,30-Aug-17,24-Oct-21,216.57,1
31372,6,594.06,99.01,21.96,3.66,01-Sep-18,24-Oct-21,191.5,1
31395,6,593.97,99,15.97,2.66,22-Oct-18,24-Oct-21,183,1
31576,4,591.96,147.99,20.96,5.24,04-Sep-20,24-Oct-21,103.75,1
31760,6,589.71,98.29,23.96,3.99,24-Feb-21,24-Oct-21,40.33,1
31795,10,589.05,58.91,24.95,2.5,17-Jun-20,24-Oct-21,49.4,1
32033,7,586.15,83.74,26.95,3.85,27-Dec-20,24-Oct-21,43,1
32090,5,585.28,117.06,10.98,2.2,21-Oct-19,24-Oct-21,146.8,1
32143,6,584.95,97.49,26.95,4.49,21-Oct-20,24-Oct-21,61.33,1
32390,1,581.5,581.5,1,1,24-Oct-21,24-Oct-21,0,1
32540,6,579.95,96.66,25.95,4.33,04-Dec-20,24-Oct-21,54,1
32548,2,579.75,289.88,0,0,21-Oct-21,24-Oct-21,1.5,1
32623,4,578.74,144.69,6.99,1.75,21-Nov-18,24-Oct-21,267,1
32645,6,578.44,96.41,38.94,6.49,17-Sep-21,24-Oct-21,6.17,1
32723,7,577.53,82.5,9.98,1.43,16-Dec-14,24-Oct-21,357.71,1
32766,4,576.97,144.24,14.97,3.74,15-Jul-18,24-Oct-21,299.25,1
33031,3,573.97,191.32,19.97,6.66,31-Jul-21,24-Oct-21,28.33,1
33097,1,573.05,573.05,1,1,24-Oct-21,24-Oct-21,0,1
33140,7,572.93,81.85,47.93,6.85,28-Jun-21,24-Oct-21,16.86,1
33257,12,571.08,47.59,34.93,2.91,05-Oct-20,24-Oct-21,32,1
33279,5,570.97,114.19,16.97,3.39,20-Oct-20,24-Oct-21,73.8,1
33309,3,570.47,190.16,11.47,3.82,18-May-20,24-Oct-21,174.67,1
33352,1,570,570,0,0,24-Oct-21,24-Oct-21,0,1
33647,6,566.82,94.47,16.97,2.83,10-Mar-20,24-Oct-21,98.83,1
34365,7,559.13,79.88,9.98,1.43,27-Nov-20,24-Oct-21,47.29,1
34432,6,558.46,93.08,20.96,3.49,03-Apr-21,24-Oct-21,34,1
34479,4,557.97,139.49,14.97,3.74,26-May-19,24-Oct-21,220.5,1
34506,3,557.6,185.87,0,0,23-Oct-21,24-Oct-21,0.33,1
34586,4,556.63,139.16,10.98,2.75,26-Apr-20,24-Oct-21,136.5,1
34606,6,556.45,92.74,26.95,4.49,06-May-20,24-Oct-21,89.33,1
34629,4,556.12,139.03,16.97,4.24,22-Mar-17,24-Oct-21,419.25,1
34649,4,555.98,139,8.98,2.25,22-Oct-17,24-Oct-21,365.75,1
34668,4,555.96,138.99,20.96,5.24,22-Aug-20,24-Oct-21,107,1
34793,4,554.66,138.67,24.96,6.24,05-Mar-21,24-Oct-21,58.25,1
34879,3,553.9,184.63,0,0,24-Oct-21,24-Oct-21,0,1
35154,4,550.49,137.62,4.99,1.25,16-Oct-18,24-Oct-21,276,1
35205,2,549.99,275,4.99,2.5,01-Dec-16,24-Oct-21,894,1
35238,6,549.82,91.64,15.97,2.66,07-Feb-21,24-Oct-21,43.17,1
35303,6,548.97,91.5,15.97,2.66,07-May-20,24-Oct-21,89.17,1
35308,5,548.97,109.79,14.97,2.99,04-Apr-21,24-Oct-21,40.6,1
35412,7,547.97,78.28,15.97,2.28,03-Mar-19,24-Oct-21,138,1
35459,6,547.49,91.25,4.99,0.83,31-Jan-21,24-Oct-21,44.33,1
35719,6,544.92,90.82,15.97,2.66,22-Jul-17,24-Oct-21,259.17,1
35760,4,544.22,136.06,17.97,4.49,06-Aug-21,24-Oct-21,19.75,1
35830,5,543.48,108.7,9.98,2,08-Jul-21,24-Oct-21,21.6,1
35853,3,543.23,181.08,10.98,3.66,12-Apr-21,24-Oct-21,65,1
36179,3,539.97,179.99,19.97,6.66,08-May-18,24-Oct-21,421.67,1
36275,5,539.09,107.82,4.99,1,25-Sep-21,24-Oct-21,5.8,1
36297,3,538.99,179.66,4.99,1.66,07-Oct-21,24-Oct-21,5.67,1
36415,3,537.97,179.32,18.97,6.32,03-May-21,24-Oct-21,58,1
36588,3,535.98,178.66,9.98,3.33,19-Sep-19,24-Oct-21,255.33,1
36600,4,535.97,133.99,16.97,4.24,05-Mar-21,24-Oct-21,58.25,1
36789,6,533.95,88.99,24.95,4.16,18-Apr-20,24-Oct-21,92.33,1
36798,1,533.79,533.79,4.79,4.79,24-Oct-21,24-Oct-21,0,1
36822,4,533.35,133.34,12,3,28-Jun-15,24-Oct-21,577.5,1
36913,3,532.25,177.42,0,0,14-Aug-16,24-Oct-21,632.33,1
37031,2,531.25,265.63,0,0,17-Oct-21,24-Oct-21,3.5,1
37156,7,530,75.71,28.95,4.14,24-Mar-21,24-Oct-21,30.57,1
37359,7,527.99,75.43,4.99,0.71,18-Jul-21,24-Oct-21,14,1
37393,8,527.81,65.98,19.96,2.5,22-Nov-20,24-Oct-21,42,1
37572,4,525.99,131.5,6.99,1.75,01-Dec-19,24-Oct-21,173.25,1
37618,3,525.87,175.29,18.97,6.32,11-Feb-21,24-Oct-21,85,1
37791,6,524.08,87.35,9.98,1.66,30-Aug-21,24-Oct-21,9.17,1
37836,6,523.9,87.32,24.95,4.16,25-Nov-19,24-Oct-21,116.5,1
37989,3,522.23,174.08,12.98,4.33,07-Jul-20,24-Oct-21,158,1
38232,3,519.97,173.32,19.97,6.66,13-Jul-21,24-Oct-21,34.33,1
38246,4,519.96,129.99,20.96,5.24,29-Nov-18,24-Oct-21,265,1
38249,4,519.96,129.99,21.96,5.49,12-Oct-21,24-Oct-21,3,1
38296,10,519.24,51.92,4.99,0.5,30-Dec-20,24-Oct-21,29.8,1
38319,4,518.99,129.75,3.99,1,09-Jun-18,24-Oct-21,308.25,1
38480,4,517.48,129.37,10.98,2.75,22-Nov-18,24-Oct-21,266.75,1
38497,7,517.27,73.9,14.97,2.14,01-Sep-20,24-Oct-21,59.71,1
38506,7,517.17,73.88,15.97,2.28,28-Nov-20,24-Oct-21,47.14,1
38517,5,516.99,103.4,4.99,1,02-Oct-20,24-Oct-21,77.4,1
38542,5,516.96,103.39,18.96,3.79,13-May-17,24-Oct-21,325,1
38576,5,516.49,103.3,6.99,1.4,27-Sep-14,24-Oct-21,516.8,1
38887,12,513.73,42.81,34.93,2.91,07-Jan-17,24-Oct-21,145.92,1
38907,9,513.43,57.05,11.98,1.33,07-Nov-16,24-Oct-21,201.33,1
39039,4,512.02,128.01,14.97,3.74,28-Oct-20,24-Oct-21,90.25,1
39289,7,509.63,72.8,34.93,4.99,16-Aug-19,24-Oct-21,114.29,1
39386,5,508.67,101.73,15.97,3.19,20-Sep-20,24-Oct-21,79.8,1
40027,7,502.96,71.85,19.96,2.85,29-Aug-20,24-Oct-21,60.14,1
40078,2,502.24,251.12,3.99,2,20-Nov-17,24-Oct-21,717,1
40160,6,501.57,83.6,19.47,3.25,27-Nov-19,24-Oct-21,116.17,1
40459,7,499.07,71.3,14.97,2.14,21-Aug-21,24-Oct-21,9.14,1
40561,8,498.24,62.28,31.94,3.99,08-Dec-20,24-Oct-21,40,1
40746,3,496.47,165.49,16.97,5.66,21-Nov-20,24-Oct-21,112.33,1
40763,4,496.26,124.07,5.26,1.32,23-Feb-21,24-Oct-21,60.75,1
40864,5,495.73,99.15,11.98,2.4,09-Feb-18,24-Oct-21,270.6,1
40899,4,495.23,123.81,10.98,2.75,24-Jan-19,24-Oct-21,251,1
41104,6,493.49,82.25,5.99,1,22-Feb-21,24-Oct-21,40.67,1
41336,5,491.51,98.3,23.96,4.79,15-Mar-21,24-Oct-21,44.6,1
41474,5,490.22,98.04,14.97,2.99,15-Nov-20,24-Oct-21,68.6,1
41630,4,488.99,122.25,6.99,1.75,05-Dec-19,24-Oct-21,172.25,1
41837,1,486.99,486.99,6.99,6.99,24-Oct-21,24-Oct-21,0,1
42220,2,483.99,242,4.99,2.5,24-Oct-21,24-Oct-21,0,1
42277,7,483.59,69.08,31.94,4.56,13-Dec-20,24-Oct-21,45,1
42362,3,482.97,160.99,17.97,5.99,27-Aug-21,24-Oct-21,19.33,1
42377,4,482.8,120.7,0,0,15-Oct-21,24-Oct-21,2.25,1
42503,2,481.75,240.88,0,0,19-Oct-21,24-Oct-21,2.5,1
42603,4,480.98,120.25,9.98,2.5,14-Nov-20,24-Oct-21,86,1
42702,5,480,96,0,0,18-Aug-21,24-Oct-21,13.4,1
42793,11,479.59,43.6,30.94,2.81,10-Dec-19,24-Oct-21,62.18,1
42848,2,479,239.5,0,0,23-May-21,24-Oct-21,77,1
42850,3,478.99,159.66,5.99,2,23-Aug-21,24-Oct-21,20.67,1
43023,4,477.63,119.41,8.98,2.25,24-Nov-17,24-Oct-21,357.5,1
43053,5,477.38,95.48,9.98,2,25-Apr-20,24-Oct-21,109.4,1
43089,5,476.98,95.4,10.98,2.2,13-Dec-19,24-Oct-21,136.2,1
43387,4,474.96,118.74,24.96,6.24,07-Oct-21,24-Oct-21,4.25,1
43486,2,473.99,237,4.99,2.5,18-Jul-21,24-Oct-21,49,1
43521,5,473.96,94.79,19.96,3.99,18-Oct-20,24-Oct-21,74.2,1
44608,3,464.99,155,4.99,1.66,29-Sep-21,24-Oct-21,8.33,1
44790,4,463.73,115.93,10.98,2.75,30-Jun-19,24-Oct-21,211.75,1
44834,1,463.25,463.25,0,0,24-Oct-21,24-Oct-21,0,1
44839,1,463.25,463.25,0,0,24-Oct-21,24-Oct-21,0,1
44881,6,462.97,77.16,16.97,2.83,03-Jun-20,24-Oct-21,84.67,1
44970,4,462.07,115.52,14.97,3.74,17-Aug-20,24-Oct-21,108.25,1
45294,5,459.97,91.99,14.97,2.99,14-May-20,24-Oct-21,105.6,1
45522,4,458.19,114.55,4.99,1.25,08-Mar-16,24-Oct-21,514,1
45829,7,456.12,65.16,14.97,2.14,30-Oct-20,24-Oct-21,51.29,1
45887,3,455.97,151.99,14.97,4.99,01-Dec-20,24-Oct-21,109,1
45954,2,455.24,227.62,4.99,2.5,13-Dec-20,24-Oct-21,157.5,1
45996,1,455,455,0,0,24-Oct-21,24-Oct-21,0,1
46147,3,453.98,151.33,9.98,3.33,08-Sep-21,24-Oct-21,15.33,1
46404,4,451.92,112.98,17.97,4.49,24-Mar-21,24-Oct-21,53.5,1
46405,3,451.89,150.63,4.99,1.66,07-Aug-21,24-Oct-21,26,1
46728,6,449.47,74.91,14.97,2.5,12-Jan-21,24-Oct-21,47.5,1
46897,8,448.42,56.05,15.97,2,31-Oct-20,24-Oct-21,44.75,1
46903,1,448.25,448.25,7.25,7.25,24-Oct-21,24-Oct-21,0,1
47238,6,445.98,74.33,12.98,2.16,01-Jun-19,24-Oct-21,146,1
47260,6,445.95,74.33,31.95,5.33,18-Apr-21,24-Oct-21,31.5,1
47542,4,443.99,111,5.99,1.5,01-Sep-17,24-Oct-21,378.5,1
47612,7,443.55,63.36,26.95,3.85,30-Mar-21,24-Oct-21,29.71,1
47644,7,443.21,63.32,22.96,3.28,04-Nov-19,24-Oct-21,102.86,1
47657,2,443.09,221.55,7.99,4,17-Oct-21,24-Oct-21,3.5,1
48008,3,440.78,146.93,10.98,3.66,01-Apr-21,24-Oct-21,68.67,1
48196,5,439.62,87.92,14.97,2.99,08-Jun-20,24-Oct-21,100.6,1
48623,3,436.5,145.5,0,0,27-May-20,24-Oct-21,171.67,1
48812,3,435.08,145.03,9.98,3.33,19-Jul-21,24-Oct-21,32.33,1
48888,5,434.95,86.99,15.5,3.1,08-Feb-21,24-Oct-21,51.6,1
48963,7,434.11,62.02,23.96,3.42,16-Jun-20,24-Oct-21,70.71,1
49472,3,430.59,143.53,4.99,1.66,18-Jul-21,24-Oct-21,32.67,1
49631,2,429.8,214.9,0,0,05-Sep-21,24-Oct-21,24.5,1
49738,3,428.97,142.99,18.97,6.32,16-Sep-20,24-Oct-21,134.33,1
49763,8,428.86,53.61,26.96,3.37,25-Jun-21,24-Oct-21,15.13,1
49800,8,428.45,53.56,0,0,22-Sep-21,24-Oct-21,4,1
50017,2,426.5,213.25,0,0,24-May-20,24-Oct-21,259,1
50183,1,425.13,425.13,6.13,6.13,24-Oct-21,24-Oct-21,0,1
50312,4,424.73,106.18,12.98,3.25,14-Jan-20,24-Oct-21,162.25,1
50410,5,424.06,84.81,21.96,4.39,30-Jul-18,24-Oct-21,236.4,1
50491,11,423.69,38.52,29.94,2.72,23-Nov-20,24-Oct-21,30.45,1
50757,8,421.79,52.72,27.95,3.49,17-Sep-19,24-Oct-21,96,1
50927,2,420.69,210.35,5.99,3,07-Jul-21,24-Oct-21,54.5,1
51102,4,419.96,104.99,22.96,5.74,11-Sep-20,24-Oct-21,102,1
51239,2,418.98,209.49,11.98,5.99,04-Apr-21,24-Oct-21,101.5,1
51273,5,418.95,83.79,28.95,5.79,09-Jul-21,24-Oct-21,21.4,1
51316,2,418.49,209.25,5.99,3,15-Aug-21,24-Oct-21,35,1
51755,1,415.65,415.65,0,0,24-Oct-21,24-Oct-21,0,1
52003,2,413.99,207,4.99,2.5,01-Jan-21,24-Oct-21,148,1
52223,4,412.34,103.09,5.99,1.5,15-Sep-19,24-Oct-21,192.5,1
52421,5,411.07,82.21,15.97,3.19,10-Aug-19,24-Oct-21,161.2,1
52554,5,410.36,82.07,21.96,4.39,22-May-20,24-Oct-21,104,1
52919,4,408.39,102.1,5.99,1.5,09-Aug-21,24-Oct-21,19,1
52941,4,408.18,102.05,11.98,3,25-Jun-20,24-Oct-21,121.5,1
53044,4,407.88,101.97,9.98,2.5,31-Jan-21,24-Oct-21,66.5,1
53064,1,407.49,407.49,6.99,6.99,24-Oct-21,24-Oct-21,0,1
53084,3,407.38,135.79,2.38,0.79,01-Oct-21,24-Oct-21,7.67,1
53110,4,407.06,101.77,21.96,5.49,20-Jan-21,24-Oct-21,69.25,1
53208,3,406.6,135.53,0,0,03-Mar-18,24-Oct-21,443.67,1
53280,3,406,135.33,1,0.33,02-Jan-19,24-Oct-21,342,1
53596,8,404.26,50.53,35.92,4.49,12-Nov-17,24-Oct-21,180.25,1
53962,3,401.98,133.99,11.98,3.99,24-Oct-21,24-Oct-21,0,1
54065,3,401.37,133.79,16.97,5.66,15-Dec-19,24-Oct-21,226.33,1
54104,1,401,401,1,1,24-Oct-21,24-Oct-21,0,1
54125,1,400.99,400.99,5.99,5.99,24-Oct-21,24-Oct-21,0,1
54393,9,399.92,44.44,39.92,4.44,14-Jun-20,24-Oct-21,55.22,1
54577,4,398.47,99.62,14.97,3.74,07-Nov-20,24-Oct-21,87.75,1
54601,6,398.3,66.38,0,0,24-Aug-21,24-Oct-21,10.17,1
54693,4,397.87,99.47,16.97,4.24,04-Jun-20,24-Oct-21,126.75,1
54942,3,395.99,132,6.99,2.33,04-Oct-19,24-Oct-21,250.33,1
55047,5,395.48,79.1,9.98,2,05-Jul-20,24-Oct-21,95.2,1
55155,3,394.98,131.66,9.98,3.33,06-Dec-18,24-Oct-21,351,1
55174,7,394.97,56.42,19.97,2.85,05-Jan-17,24-Oct-21,250.43,1
55234,2,394.49,197.25,4.99,2.5,20-Mar-18,24-Oct-21,657,1
55384,2,393.73,196.87,11.98,5.99,03-May-21,24-Oct-21,87,1
55630,4,392.06,98.02,8.61,2.15,29-Nov-20,24-Oct-21,82.25,1
55642,1,391.99,391.99,6.99,6.99,24-Oct-21,24-Oct-21,0,1
55780,1,391,391,0,0,24-Oct-21,24-Oct-21,0,1
55893,6,390.78,65.13,9.98,1.66,04-Nov-20,24-Oct-21,59,1
55998,3,389.99,130,4.99,1.66,12-Jul-21,24-Oct-21,34.67,1
56143,6,389.21,64.87,20.96,3.49,23-Mar-21,24-Oct-21,35.83,1
56269,6,388.96,64.83,19.96,3.33,10-Apr-21,24-Oct-21,32.83,1
56291,3,388.74,129.58,4.99,1.66,05-May-20,24-Oct-21,179,1
56310,1,388.49,388.49,5.99,5.99,24-Oct-21,24-Oct-21,0,1
56539,4,386.99,96.75,4.99,1.25,24-Oct-21,24-Oct-21,0,1
56629,7,386.64,55.23,4.99,0.71,06-Feb-15,24-Oct-21,350.29,1
57218,8,383.18,47.9,9.98,1.25,28-Dec-20,24-Oct-21,37.5,1
57549,4,381.17,95.29,14.97,3.74,19-Jan-20,24-Oct-21,161,1
57588,2,380.99,190.5,6.99,3.5,03-Apr-21,24-Oct-21,102,1
57883,6,379.39,63.23,29.94,4.99,08-Apr-20,24-Oct-21,94,1
58079,5,378.31,75.66,19.96,3.99,30-Mar-18,24-Oct-21,260.8,1
58151,3,377.98,125.99,7.98,2.66,25-Dec-16,24-Oct-21,588,1
58210,4,377.74,94.44,7.99,2,27-Jul-20,24-Oct-21,113.5,1
58258,4,377.27,94.32,15.97,3.99,01-May-21,24-Oct-21,44,1
58335,3,376.97,125.66,14.97,4.99,05-Apr-21,24-Oct-21,67.33,1
58392,6,376.62,62.77,14.97,2.5,03-Oct-20,24-Oct-21,64.33,1
58431,3,376.25,125.42,0,0,01-May-21,24-Oct-21,58.67,1
58663,1,375,375,0,0,24-Oct-21,24-Oct-21,0,1
58687,1,375,375,0,0,24-Oct-21,24-Oct-21,0,1
58696,1,374.99,374.99,6.99,6.99,24-Oct-21,24-Oct-21,0,1
58898,3,374,124.67,0,0,24-Oct-21,24-Oct-21,0,1
58912,3,374,124.67,0,0,19-Sep-21,24-Oct-21,11.67,1
58928,2,373.99,187,5.99,3,24-Oct-21,24-Oct-21,0,1
59002,5,373.88,74.78,9.98,2,23-Feb-21,24-Oct-21,48.6,1
59068,4,373.28,93.32,9.98,2.5,16-Jan-21,24-Oct-21,70.25,1
59127,4,372.99,93.25,5.99,1.5,27-Mar-16,24-Oct-21,509.25,1
59132,2,372.98,186.49,11.98,5.99,06-May-20,24-Oct-21,268,1
59297,5,371.97,74.39,14.97,2.99,21-Jul-20,24-Oct-21,92,1
59349,5,371.57,74.31,15.97,3.19,07-May-20,24-Oct-21,107,1
59385,4,371.23,92.81,10.98,2.75,02-Jul-21,24-Oct-21,28.5,1
59446,6,370.98,61.83,10.98,1.83,23-Aug-19,24-Oct-21,132.17,1
59474,3,370.97,123.66,15.97,5.32,01-Aug-21,24-Oct-21,28,1
59647,4,369.99,92.5,4.99,1.25,09-Nov-20,24-Oct-21,87.25,1
59656,5,369.99,74,5.99,1.2,16-Jul-21,24-Oct-21,20,1
59686,3,369.98,123.33,10.98,3.66,16-Dec-16,24-Oct-21,591,1
59810,6,369.32,61.55,14.97,2.5,22-Aug-20,24-Oct-21,71.33,1
60148,6,367.51,61.25,20.96,3.49,04-Nov-19,24-Oct-21,120,1
60182,1,367.24,367.24,5.99,5.99,24-Oct-21,24-Oct-21,0,1
60275,3,366.97,122.32,14.97,4.99,06-Jun-20,24-Oct-21,168.33,1
60489,6,365.95,60.99,24.95,4.16,08-Dec-20,24-Oct-21,53.33,1
60620,1,365,365,0,0,24-Oct-21,24-Oct-21,0,1
60747,2,364.59,182.3,4.99,2.5,19-Feb-21,24-Oct-21,123.5,1
60832,3,364,121.33,0,0,06-Oct-16,24-Oct-21,614.67,1
60872,3,363.98,121.33,9.98,3.33,01-Jan-21,24-Oct-21,98.67,1
60952,3,363.5,121.17,0,0,04-Oct-21,24-Oct-21,6.67,1
61007,3,363.18,121.06,8.98,2.99,26-Dec-16,24-Oct-21,587.67,1
61126,2,362.74,181.37,3.99,2,29-Jul-17,24-Oct-21,774,1
61704,2,359.98,179.99,9.98,4.99,30-Aug-20,24-Oct-21,210,1
61906,6,359,59.83,6,1,09-Sep-18,24-Oct-21,190.17,1
61995,2,358.75,179.38,0,0,11-Sep-21,24-Oct-21,21.5,1
62177,2,357.48,178.74,10.98,5.49,11-Feb-20,24-Oct-21,310.5,1
62243,1,357,357,0,0,24-Oct-21,24-Oct-21,0,1
62348,3,356.78,118.93,10.98,3.66,23-Nov-20,24-Oct-21,111.67,1
62378,3,356.47,118.82,16.97,5.66,13-Jan-21,24-Oct-21,94.67,1
62504,3,355.98,118.66,9.98,3.33,24-Nov-20,24-Oct-21,111.33,1
62738,4,354.98,88.75,10.98,2.75,29-Jun-21,24-Oct-21,29.25,1
62742,2,354.98,177.49,9.98,4.99,11-Sep-21,24-Oct-21,21.5,1
62743,2,354.98,177.49,14.98,7.49,20-Jul-20,24-Oct-21,230.5,1
62844,4,354.49,88.62,6.99,1.75,31-Aug-21,24-Oct-21,13.5,1
63181,6,352.57,58.76,14.97,2.5,02-Dec-20,24-Oct-21,54.33,1
63189,3,352.49,117.5,4.99,1.66,24-Oct-21,24-Oct-21,0,1
63279,3,351.98,117.33,12.98,4.33,02-Dec-20,24-Oct-21,108.67,1
63302,5,351.97,70.39,14.97,2.99,11-Jun-21,24-Oct-21,27,1
63428,2,351.09,175.55,5.99,3,24-Oct-21,24-Oct-21,0,1
63432,4,351.08,87.77,11.98,3,25-Nov-20,24-Oct-21,83.25,1
63535,4,350.96,87.74,19.96,4.99,26-Jun-20,24-Oct-21,121.25,1
63619,3,350.23,116.74,10.98,3.66,07-Nov-19,24-Oct-21,239,1
63938,6,349.31,58.22,20.96,3.49,16-Nov-17,24-Oct-21,239.67,1
63945,3,349.2,116.4,0,0,14-Sep-21,24-Oct-21,13.33,1
63965,8,349.13,43.64,36.93,4.62,27-May-20,24-Oct-21,64.38,1
63984,8,349.01,43.63,18.96,2.37,24-Nov-17,24-Oct-21,178.75,1
64120,2,348.5,174.25,0,0,24-Oct-21,24-Oct-21,0,1
64173,2,348.27,174.14,9.27,4.64,27-Sep-21,24-Oct-21,13.5,1
64342,3,347.48,115.83,9.98,3.33,25-Nov-16,24-Oct-21,598,1
64618,1,345.99,345.99,5.99,5.99,24-Oct-21,24-Oct-21,0,1
64707,2,345.5,172.75,0,0,16-Jun-21,24-Oct-21,65,1
64918,4,344.97,86.24,17.97,4.49,08-Apr-19,24-Oct-21,232.5,1
65029,1,344.29,344.29,4.99,4.99,24-Oct-21,24-Oct-21,0,1
65036,1,344.25,344.25,0,0,24-Oct-21,24-Oct-21,0,1
65039,1,344.25,344.25,0,0,24-Oct-21,24-Oct-21,0,1
65752,3,340.98,113.66,12.98,4.33,28-Aug-21,24-Oct-21,19,1
65854,4,340.28,85.07,11.98,3,16-Aug-21,24-Oct-21,17.25,1
65953,2,339.99,170,4.99,2.5,01-Oct-21,24-Oct-21,11.5,1
65959,2,339.99,170,4.99,2.5,18-Oct-21,24-Oct-21,3,1
66013,3,339.97,113.32,14.97,4.99,27-Jun-21,24-Oct-21,39.67,1
66103,2,339.45,169.73,2,1,19-Oct-21,24-Oct-21,2.5,1
66223,3,338.97,112.99,14.97,4.99,23-Nov-18,24-Oct-21,355.33,1
66442,3,337.97,112.66,14.97,4.99,15-Oct-21,24-Oct-21,3,1
66496,5,337.63,67.53,9.98,2,10-Dec-20,24-Oct-21,63.6,1
66605,3,337.07,112.36,15.97,5.32,30-Jan-21,24-Oct-21,89,1
66667,2,336.98,168.49,11.98,5.99,09-Nov-19,24-Oct-21,357.5,1
66771,3,336.5,112.17,0,0,29-Oct-20,24-Oct-21,120,1
66773,2,336.48,168.24,12.98,6.49,23-Jun-19,24-Oct-21,427,1
66846,1,336,336,0,0,24-Oct-21,24-Oct-21,0,1
66851,2,335.99,168,5.99,3,20-Nov-19,24-Oct-21,352,1
66961,3,335.75,111.92,0,0,10-Oct-21,24-Oct-21,4.67,1
66963,3,335.73,111.91,9.98,3.33,15-Sep-20,24-Oct-21,134.67,1
67229,4,334.96,83.74,20.96,5.24,28-Dec-20,24-Oct-21,75,1
67242,1,334.9,334.9,0,0,24-Oct-21,24-Oct-21,0,1
67357,2,334,167,0,0,15-Dec-20,24-Oct-21,156.5,1
67692,4,332.62,83.16,14.97,3.74,05-Feb-21,24-Oct-21,65.25,1
